timestamp,x,y,z
2025-07-23 17:52:42.806,0.01,-0.97,-0.24
2025-07-23 17:52:43.808,0.01,-0.97,-0.23
2025-07-23 17:52:44.811,0.01,-0.97,-0.24
2025-07-23 17:52:45.813,0.01,-0.96,-0.24
2025-07-23 17:52:46.815,0.01,-0.97,-0.23
2025-07-23 17:52:47.817,0.01,-0.97,-0.24
2025-07-23 17:52:48.819,0.01,-0.97,-0.24
2025-07-23 17:52:49.821,0.01,-0.97,-0.24
2025-07-23 17:52:50.823,0.01,-0.97,-0.24
2025-07-23 17:52:51.825,0.01,-0.97,-0.23
2025-07-23 17:52:52.827,0.01,-0.97,-0.24
2025-07-23 17:52:53.829,0.01,-0.97,-0.24
2025-07-23 17:52:54.831,0.01,-0.97,-0.24
2025-07-23 17:52:55.834,0.01,-0.97,-0.24
2025-07-23 17:52:56.836,0.01,-0.97,-0.23
2025-07-23 17:52:57.838,0.01,-0.96,-0.24
2025-07-23 17:52:58.840,0.01,-0.97,-0.23
2025-07-23 17:52:59.842,0.01,-0.97,-0.24
2025-07-23 17:53:00.845,0.01,-0.97,-0.23
2025-07-23 17:53:01.847,0.01,-0.97,-0.23
2025-07-23 17:53:02.849,0.01,-0.97,-0.23
2025-07-23 17:53:03.851,0.01,-0.97,-0.24
2025-07-23 17:53:04.853,0.01,-0.97,-0.24
2025-07-23 17:53:05.855,0.01,-0.97,-0.24
2025-07-23 17:53:06.857,0.01,-0.97,-0.23
2025-07-23 17:53:07.860,0.01,-0.97,-0.23
2025-07-23 17:53:08.861,0.01,-0.97,-0.24
2025-07-23 17:53:09.863,0.01,-0.97,-0.23
2025-07-23 17:53:10.866,0.01,-0.97,-0.23
2025-07-23 17:53:11.867,0.01,-0.97,-0.23
2025-07-23 17:53:12.870,0.01,-0.97,-0.24
2025-07-23 17:53:13.872,0.01,-0.97,-0.23
2025-07-23 17:53:14.873,0.01,-0.97,-0.23
2025-07-23 17:53:15.876,0.01,-0.97,-0.23
2025-07-23 17:53:16.878,0.01,-0.97,-0.23
2025-07-23 17:53:17.881,0.01,-0.97,-0.23
2025-07-23 17:53:18.882,0.01,-0.97,-0.23
2025-07-23 17:53:19.885,0.01,-0.97,-0.24
2025-07-23 17:53:20.887,0.01,-0.97,-0.23
2025-07-23 17:53:21.889,0.01,-0.97,-0.23
2025-07-23 17:53:22.891,0.01,-0.97,-0.23
2025-07-23 17:53:23.893,0.01,-0.97,-0.24
2025-07-23 17:53:24.895,0.01,-0.97,-0.23
2025-07-23 17:53:25.897,0.01,-0.96,-0.23
2025-07-23 17:53:26.900,0.01,-0.97,-0.23
2025-07-23 17:53:27.901,0.01,-0.97,-0.23
2025-07-23 17:53:28.903,0.01,-0.97,-0.23
2025-07-23 17:53:29.905,0.01,-0.97,-0.23
2025-07-23 17:53:30.908,0.01,-0.97,-0.23
2025-07-23 17:53:31.910,0.01,-0.97,-0.24
2025-07-23 17:53:32.913,0.01,-0.97,-0.24
2025-07-23 17:53:33.915,0.01,-0.97,-0.23
2025-07-23 17:53:34.916,0.01,-0.97,-0.23
2025-07-23 17:53:35.918,0.01,-0.97,-0.23
2025-07-23 17:53:36.921,0.01,-0.97,-0.23
2025-07-23 17:53:37.922,0.01,-0.97,-0.23
2025-07-23 17:53:38.924,0.01,-0.97,-0.23
2025-07-23 17:53:39.927,0.00,-0.96,-0.24
2025-07-23 17:53:40.929,0.01,-0.97,-0.23
2025-07-23 17:53:41.931,0.01,-0.97,-0.23
2025-07-23 17:53:42.933,0.01,-0.97,-0.23
2025-07-23 17:53:43.935,0.01,-0.97,-0.23
2025-07-23 17:53:44.938,0.01,-0.97,-0.23
2025-07-23 17:53:45.940,0.01,-0.97,-0.23
2025-07-23 17:53:46.942,0.01,-0.96,-0.23
2025-07-23 17:53:47.943,0.01,-0.97,-0.23
2025-07-23 17:53:48.946,0.01,-0.97,-0.23
2025-07-23 17:53:49.948,0.01,-0.97,-0.23
2025-07-23 17:53:50.950,0.01,-0.97,-0.23
2025-07-23 17:53:51.953,0.01,-0.96,-0.23
2025-07-23 17:53:52.955,0.01,-0.97,-0.23
2025-07-23 17:53:53.957,0.01,-0.97,-0.23
2025-07-23 17:53:54.959,0.01,-0.97,-0.23
2025-07-23 17:53:55.961,0.01,-0.97,-0.23
2025-07-23 17:53:56.963,0.01,-0.96,-0.23
2025-07-23 17:53:57.966,0.01,-0.97,-0.23
2025-07-23 17:53:58.967,0.01,-0.97,-0.23
2025-07-23 17:53:59.969,0.01,-0.97,-0.23
2025-07-23 17:54:00.972,0.01,-0.97,-0.23
2025-07-23 17:54:01.973,0.01,-0.97,-0.23
2025-07-23 17:54:02.977,0.01,-0.97,-0.23
2025-07-23 17:54:03.978,0.01,-0.97,-0.23
2025-07-23 17:54:04.980,0.01,-0.97,-0.23
2025-07-23 17:54:05.982,0.01,-0.96,-0.23
2025-07-23 17:54:06.983,0.00,-0.96,-0.23
2025-07-23 17:54:07.986,0.01,-0.97,-0.23
2025-07-23 17:54:08.988,0.01,-0.97,-0.23
2025-07-23 17:54:09.991,0.01,-0.97,-0.23
2025-07-23 17:54:10.992,0.01,-0.97,-0.23
2025-07-23 17:54:11.995,0.01,-0.97,-0.23
2025-07-23 17:54:12.996,0.01,-0.97,-0.23
2025-07-23 17:54:13.998,0.01,-0.97,-0.23
2025-07-23 17:54:15.001,0.01,-0.97,-0.23
2025-07-23 17:54:16.003,0.01,-0.97,-0.23
2025-07-23 17:54:17.005,0.01,-0.97,-0.23
2025-07-23 17:54:18.007,0.01,-0.97,-0.23
2025-07-23 17:54:19.010,0.01,-0.97,-0.23
2025-07-23 17:54:20.012,0.01,-0.97,-0.23
2025-07-23 17:54:21.014,0.01,-0.97,-0.23
2025-07-23 17:54:22.015,0.01,-0.97,-0.23
2025-07-23 17:54:23.017,0.01,-0.97,-0.23
2025-07-23 17:54:24.019,0.01,-0.97,-0.23
2025-07-23 17:54:25.021,0.01,-0.97,-0.23
2025-07-23 17:54:26.025,0.01,-0.97,-0.23
2025-07-23 17:54:27.026,0.01,-0.97,-0.23
2025-07-23 17:54:28.029,0.01,-0.97,-0.23
2025-07-23 17:54:29.030,0.01,-0.97,-0.23
2025-07-23 17:54:30.033,0.01,-0.97,-0.23
2025-07-23 17:54:31.035,0.01,-0.97,-0.23
2025-07-23 17:54:32.037,0.01,-0.97,-0.23
2025-07-23 17:54:33.039,0.01,-0.97,-0.23
2025-07-23 17:54:34.041,0.01,-0.97,-0.23
2025-07-23 17:54:35.042,0.01,-0.97,-0.23
2025-07-23 17:54:36.045,0.01,-0.97,-0.23
2025-07-23 17:54:37.047,0.01,-0.97,-0.23
2025-07-23 17:54:38.049,0.01,-0.97,-0.23
2025-07-23 17:54:39.051,0.50,-0.88,-0.70
2025-07-23 17:54:40.054,-0.60,-0.48,-0.60
2025-07-23 17:54:41.056,-0.49,-0.17,-0.89
2025-07-23 17:54:42.057,-0.39,-0.43,-1.02
2025-07-23 17:54:43.060,2.02,-0.74,-1.21
2025-07-23 17:54:44.063,1.55,0.33,0.18
2025-07-23 17:54:45.065,2.34,-1.15,1.02
2025-07-23 17:54:46.065,0.93,-0.01,-0.70
2025-07-23 17:54:47.069,4.00,0.69,1.07
2025-07-23 17:54:48.070,0.90,0.14,0.19
2025-07-23 17:54:49.073,0.79,-0.48,-0.40
2025-07-23 17:54:50.075,0.58,-0.75,-0.30
2025-07-23 17:54:51.077,0.57,-0.75,-0.31
2025-07-23 17:54:52.080,0.57,-0.75,-0.32
2025-07-23 17:54:53.082,0.57,-0.75,-0.32
2025-07-23 17:54:54.084,0.57,-0.75,-0.33
2025-07-23 17:54:55.086,0.56,-0.75,-0.33
2025-07-23 17:54:56.088,0.56,-0.75,-0.33
2025-07-23 17:54:57.090,0.56,-0.75,-0.34
2025-07-23 17:54:58.093,0.55,-0.76,-0.34
2025-07-23 17:54:59.095,0.54,-0.76,-0.34
2025-07-23 17:55:00.097,0.54,-0.76,-0.34
2025-07-23 17:55:01.099,0.54,-0.76,-0.34
2025-07-23 17:55:02.102,0.54,-0.76,-0.34
2025-07-23 17:55:03.104,0.53,-0.77,-0.34
