timestamp,x,y,z
2025-09-15T17:02:12.910,1.6328455209732056,6.287173748016357,7.283161640167236
2025-09-15T17:02:15.934,1.580173134803772,5.944802761077881,7.074865818023682
2025-09-15T17:02:18.956,0.7015010714530945,4.7405195236206055,8.398859977722168
2025-09-15T17:02:21.964,-2.078166961669922,1.6328455209732056,8.918401718139648
2025-09-15T17:02:25.008,1.1300631761550903,-0.10055647045373917,9.459490776062012
2025-09-15T17:02:28.034,1.1109095811843872,-0.5434837937355042,10.400412559509277
2025-09-15T17:02:31.080,1.091755986213684,-0.18914192914962769,9.581595420837402
2025-09-15T17:02:35.117,1.0845733880996704,-0.19393034279346466,9.605537414550781
2025-09-15T17:02:38.120,1.094150185585022,-0.2082955539226532,9.557653427124023
2025-09-15T17:02:42.178,1.091755986213684,-0.20111294090747833,9.591172218322754
2025-09-15T17:02:46.191,1.0749965906143188,-0.19871874153614044,9.586383819580078
2025-09-15T17:02:53.243,1.0773907899856567,-0.20111294090747833,9.569623947143555
2025-09-15T17:02:56.254,1.0821791887283325,-0.19153612852096558,9.603142738342285
2025-09-15T17:02:59.284,1.0893617868423462,-0.2106897532939911,9.593565940856934
2025-09-15T17:03:02.300,1.1037269830703735,-0.22744916379451752,9.497797966003418
2025-09-15T17:03:05.315,1.194706678390503,-0.2561795711517334,9.677363395690918
2025-09-15T17:03:08.357,1.0558429956436157,-0.14604631066322327,9.29189682006836
2025-09-15T17:03:12.371,1.1085153818130493,-0.3495534360408783,9.569623947143555
2025-09-15T17:03:15.404,0.5674257874488831,-0.14365209639072418,9.9000244140625
2025-09-15T17:03:19.411,0.6847416758537292,8.633491516113281,9.576807022094727
2025-09-15T17:03:22.447,2.3295583724975586,7.929595947265625,6.967126846313477
2025-09-15T17:12:17.487,0.3256114423274994,0.06464344263076782,5.856217384338379
2025-09-15T17:12:20.519,-0.9361328482627869,1.2641384601593018,9.727641105651855
2025-09-15T17:12:23.560,4.110844135284424,7.807491779327393,8.844181060791016
2025-09-15T17:12:26.596,2.473210334777832,-0.29209262132644653,4.821922302246094
2025-09-15T17:12:29.635,-5.686229228973389,5.305551052093506,8.248024940490723
2025-09-15T17:12:32.669,6.2847795486450195,5.9735331535339355,6.052541732788086
2025-09-15T17:12:35.706,-0.26815059781074524,-1.9129672050476074,4.1156325340271
2025-09-15T17:12:38.735,-1.4484920501708984,0.6033388376235962,14.647726058959961
2025-09-15T17:12:41.767,-1.280897855758667,0.5889736413955688,9.569623947143555
